personalid,ESNights,ES,TransitionalHousing,PH,StreetOutReach,ServicesOnly,Other,SafeHaven,PH-NoDis,HomelessPrev,PHRapid,CoordinatedAsses,Usage Cluster
973597,,,,,,,1.0,,,,,,Very Low Use
973598,,,,,,,1.0,,,,,,Very Low Use
973599,,,,,,,,,,,,1.0,Very Low Use
973600,,,,,1.0,,,,,,,1.0,Very Low Use
973601,,,,,1.0,,1.0,,,,,1.0,Very Low Use
973602,28.0,1.0,,,,,,,,,1.0,1.0,Low Use
973603,,,1.0,,,,,,,,,,Very Low Use
973604,,,,,,,,,,,1.0,1.0,Very Low Use
973605,,,,,,,,,,,,1.0,Very Low Use
973606,,,1.0,,,1.0,,,,,,,Very Low Use
973607,22.0,1.0,,,,,,,,,,2.0,Very Low Use
973608,,,,,,,1.0,,,,,,Very Low Use
973609,,,1.0,,,,,,,,,1.0,Very Low Use
973610,,,,1.0,,,,,,,,,Very Low Use
973611,,,,1.0,,,,,,,,,Very Low Use
973613,52.0,1.0,,1.0,,,1.0,,,,,,Low Use
973614,1.0,1.0,,,,,2.0,,,,,1.0,Very Low Use
973615,,,,,1.0,,,,,,,,Very Low Use
973616,,,,,,,1.0,,,,,1.0,Very Low Use
973617,,,,,2.0,,,,,,,1.0,Very Low Use
973618,7.0,1.0,,,,,,,,,,1.0,Very Low Use
973619,,,,1.0,1.0,,1.0,,,,,2.0,Very Low Use
973620,141.0,5.0,,,,3.0,,,,,1.0,1.0,Medium Use
973622,,,,,1.0,,,,,,,,Very Low Use
973623,,,,,1.0,,,,,,,,Very Low Use
973624,99.0,11.0,1.0,,,1.0,4.0,,,,,1.0,Medium Use
973625,89.0,1.0,,,,1.0,1.0,,,,,1.0,Medium Use
973626,13.0,4.0,,,1.0,,1.0,,,,,1.0,Very Low Use
973627,36.0,2.0,,1.0,2.0,,2.0,,,,,1.0,Low Use
973628,37.0,3.0,,,1.0,,1.0,,,,,1.0,Low Use
973629,,,,,1.0,,,,,,,,Very Low Use
973630,,,,,1.0,,,,,,,1.0,Very Low Use
973631,,,,,1.0,,,,,,,,Very Low Use
973632,,,,,2.0,,,,,,,,Very Low Use
973633,,,,,1.0,,,,,,,,Very Low Use
973634,,,,,1.0,,,,,,,,Very Low Use
973635,,,,,1.0,,,,,,,,Very Low Use
973636,30.0,1.0,,,,1.0,1.0,,,,,,Low Use
973637,,,,,,,1.0,,,,,,Very Low Use
973638,,,,,,,1.0,,,,,,Very Low Use
973639,66.0,7.0,,,,2.0,2.0,,,,,1.0,Low Use
973640,,,,,,,,,,,,1.0,Very Low Use
973641,,,,,,,1.0,,,,,,Very Low Use
973642,81.0,1.0,,,,,,,,,,1.0,Low Use
973643,,,,,,,1.0,,,,,1.0,Very Low Use
973644,,,,,,,,,,,,1.0,Very Low Use
973645,,,,,,,1.0,,,,,1.0,Very Low Use
973646,,,,,,,1.0,,,,,1.0,Very Low Use
973647,,,,,,,1.0,,,,,1.0,Very Low Use
973648,,,,,,,1.0,,,,,1.0,Very Low Use
973649,,,,,,,1.0,,,,,1.0,Very Low Use
973650,,,,,,,1.0,,,,,1.0,Very Low Use
973651,,,,,,,1.0,,,,,1.0,Very Low Use
973652,,,,,,,1.0,,,,,1.0,Very Low Use
973653,,,,,,,1.0,,,,,1.0,Very Low Use
973654,,,,,,,,,,,,1.0,Very Low Use
973655,,,,,,,,,,,,1.0,Very Low Use
973656,,,,,1.0,,,,,,,,Very Low Use
973657,,,,1.0,,,1.0,,,,,,Very Low Use
973658,,,,,,,1.0,,,,,,Very Low Use
973659,,,,1.0,,,,,,,,,Very Low Use
973660,,,1.0,,,,,,,,,1.0,Very Low Use
973661,,,,,,,1.0,,,,,,Very Low Use
973662,7.0,3.0,,,,1.0,2.0,,,,,1.0,Very Low Use
973663,,,,,,,,,,,,1.0,Very Low Use
973664,119.0,1.0,,,,,2.0,,,,1.0,1.0,Medium Use
973665,7.0,1.0,,,,2.0,1.0,,,,1.0,1.0,Very Low Use
973667,,,,,,,1.0,,,,,,Very Low Use
973668,,,,,,,1.0,,,,,,Very Low Use
973669,170.0,1.0,1.0,,,,1.0,,,,1.0,1.0,High Use
973670,2.0,1.0,1.0,,1.0,,,,,,,1.0,Very Low Use
973671,36.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
973672,27.0,6.0,,,,1.0,1.0,,,,,1.0,Low Use
973673,,,,,,,,,,1.0,,,Very Low Use
973674,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973675,7.0,2.0,,,,,1.0,,,,1.0,1.0,Very Low Use
973676,,,,,,,1.0,,,,,,Very Low Use
973678,50.0,4.0,,,,,1.0,,,,,2.0,Low Use
973679,,,,,1.0,,,,,,,,Very Low Use
973680,3.0,3.0,,,1.0,,1.0,,,,,1.0,Very Low Use
973681,,,,,,,,,,1.0,,,Very Low Use
973682,,,,,1.0,,,,,,1.0,1.0,Very Low Use
973683,,,,,,,,,,,,1.0,Very Low Use
973684,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
973685,,,,,1.0,,,,,,1.0,1.0,Very Low Use
973686,,,,,1.0,,,,,,1.0,1.0,Very Low Use
973687,27.0,1.0,1.0,,,,,,,,,,Low Use
973688,36.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
973689,,,,,,,2.0,,,,,,Very Low Use
973690,36.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
973691,,,,,,,,,,,,1.0,Very Low Use
973692,109.0,1.0,,,,,,,,,,2.0,Medium Use
973693,6.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
973694,112.0,1.0,,,,,,,,,1.0,1.0,Medium Use
973695,5.0,1.0,,,,,,,,,,,Very Low Use
973696,,,,,,,,,,,1.0,1.0,Very Low Use
973697,7.0,1.0,,,,,1.0,,,,,,Very Low Use
973698,,,,,,,,,,,,1.0,Very Low Use
973699,,,,1.0,,,,,,,,,Very Low Use
973700,,,,1.0,,,,,,,,,Very Low Use
973701,,,,,,,1.0,,,,,,Very Low Use
973702,,,,,,,,,,,,1.0,Very Low Use
973703,31.0,1.0,,,1.0,,2.0,,,,1.0,2.0,Low Use
973704,31.0,1.0,,,1.0,,1.0,,,,1.0,2.0,Low Use
973705,31.0,1.0,,,1.0,,1.0,,,,1.0,2.0,Low Use
973706,31.0,1.0,,,1.0,,1.0,,,,1.0,2.0,Low Use
973707,31.0,1.0,,,1.0,,1.0,,,,1.0,2.0,Low Use
973708,2.0,1.0,,,,,,,,,,1.0,Very Low Use
973709,,,,1.0,,,,,,,,,Very Low Use
973710,,,,1.0,,,,,,,,,Very Low Use
973711,,,,,,,1.0,,,,,,Very Low Use
973712,,,,1.0,,,,,,,,,Very Low Use
973713,,,,1.0,,,,,,,,,Very Low Use
973714,,,,,,,1.0,,,,,,Very Low Use
973715,,,,,1.0,1.0,1.0,,,,,1.0,Very Low Use
973716,42.0,4.0,,,,,2.0,,,,,1.0,Low Use
973717,,,,,2.0,,,,,,,1.0,Very Low Use
973718,103.0,13.0,,,,2.0,2.0,,,,1.0,5.0,Medium Use
973719,,,,,1.0,,,,,,,,Very Low Use
973720,2.0,2.0,,,,,1.0,,,,,2.0,Very Low Use
973721,,,,,,,,,,,,1.0,Very Low Use
973722,28.0,1.0,,,,,2.0,,,,1.0,1.0,Low Use
973723,55.0,1.0,1.0,,,,,,,,2.0,,Low Use
973724,,,,,2.0,,,,,,,,Very Low Use
973725,7.0,1.0,,,,,,,,,,1.0,Very Low Use
973726,28.0,1.0,,,,,,,,,1.0,1.0,Low Use
973727,83.0,1.0,,,,,,,,,,,Low Use
973728,,,,,,,,,,,,1.0,Very Low Use
973729,,,,,,,1.0,,,,,,Very Low Use
973730,,,,,,,1.0,,,,,,Very Low Use
973731,,,,,,,1.0,,,,,,Very Low Use
973732,,,,,,,,,,,,1.0,Very Low Use
973733,,,,,1.0,,,,,,,,Very Low Use
973734,,,,,1.0,,,,,,,,Very Low Use
973735,7.0,1.0,,,,,,,,,,,Very Low Use
973736,,,,,,,2.0,,,,,,Very Low Use
973737,11.0,11.0,,,,,1.0,,,,,1.0,Very Low Use
973738,9.0,1.0,,,,,,,,,,,Very Low Use
973739,53.0,1.0,,,,,,,,,,1.0,Low Use
973740,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973741,,,,,,,,,,,,1.0,Very Low Use
973742,1.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
973743,,,,,,,1.0,,,,,,Very Low Use
973745,16.0,1.0,,,,,1.0,,,,1.0,2.0,Very Low Use
973746,3.0,1.0,,,,,2.0,,,,,1.0,Very Low Use
973747,148.0,6.0,,,1.0,,1.0,,,,,2.0,Medium Use
973748,,,,,,,,,,,,1.0,Very Low Use
973749,,,1.0,,,,,,,,,,Very Low Use
973750,,,1.0,,,,,,,,,,Very Low Use
973751,,,1.0,,,,,,,,,,Very Low Use
973752,,,,,,,,,,,,1.0,Very Low Use
973753,,,,,,,,,,,,1.0,Very Low Use
973754,,,,,,,,,,,,1.0,Very Low Use
973755,109.0,5.0,,,,1.0,1.0,,,,1.0,3.0,Medium Use
973756,,,,,,,,,,,,1.0,Very Low Use
973757,,,,,,,1.0,,,,,1.0,Very Low Use
973758,9.0,5.0,,,1.0,,,,,,,1.0,Very Low Use
973759,,,,,,,1.0,,,,,1.0,Very Low Use
973760,,,,,,,1.0,,,,,1.0,Very Low Use
973762,,,,1.0,,,,,,,,,Very Low Use
973763,,,,1.0,,,,,,,,,Very Low Use
973764,,,,1.0,,,,,,,,,Very Low Use
973765,37.0,4.0,,,1.0,1.0,2.0,,,,,3.0,Low Use
973766,21.0,2.0,,,,,,,,,1.0,2.0,Very Low Use
973767,184.0,1.0,,,,,,,,,1.0,2.0,High Use
973768,,,,,,,,,,,,1.0,Very Low Use
973769,,,,,,,1.0,,,,,,Very Low Use
973770,184.0,1.0,,,,,,,,,1.0,2.0,High Use
973771,184.0,1.0,,,,,,,,,1.0,2.0,High Use
973772,,,,,,,1.0,,,,,,Very Low Use
973773,,,,,,,1.0,,,,,,Very Low Use
973774,,,,,,,,,,,,1.0,Very Low Use
973775,,,,,,,,,,,,1.0,Very Low Use
973776,90.0,1.0,,1.0,,,1.0,,,,,1.0,Medium Use
973777,,,,,,,,,,,,1.0,Very Low Use
973778,,,,1.0,,,,,,,,,Very Low Use
973779,,,,1.0,,,,,,,,,Very Low Use
973780,,,,1.0,,,,,,,,,Very Low Use
973781,,,,1.0,,,,,,,,,Very Low Use
973782,,,,1.0,,,,,,,,,Very Low Use
973783,2.0,1.0,1.0,,,,,,,,,2.0,Very Low Use
973784,113.0,1.0,,1.0,,,,,,,1.0,1.0,Medium Use
973785,113.0,1.0,,1.0,,,,,,,1.0,1.0,Medium Use
973786,,,1.0,,,,,,,,,,Very Low Use
973787,,,,,,,,,,,,1.0,Very Low Use
973788,,,1.0,,,,,,,,,,Very Low Use
973789,139.0,1.0,1.0,,1.0,,1.0,,,,,1.0,Medium Use
973790,,,,,,,,,,,,1.0,Very Low Use
973791,,,,,,,,,,,,1.0,Very Low Use
973792,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973793,,,,,,,1.0,,,,1.0,,Very Low Use
973794,,,,,1.0,,,,,,,1.0,Very Low Use
973795,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973796,,,,,1.0,,,,,,,1.0,Very Low Use
973797,,,,,,,1.0,,,,,,Very Low Use
973798,,,,,,,1.0,,,,,,Very Low Use
973799,,,,,,,1.0,,,,,,Very Low Use
973800,,,,,,,1.0,,,,,,Very Low Use
973801,7.0,1.0,,,,,,,,,1.0,2.0,Very Low Use
973802,22.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
973803,22.0,1.0,,,,,,,,,,1.0,Very Low Use
973805,,,,,,,1.0,,,,,,Very Low Use
973806,,,,,,,1.0,,,,,,Very Low Use
973808,41.0,21.0,,,,,,,,,,2.0,Low Use
973809,,,,,,,,,,,,1.0,Very Low Use
973810,,,,,,,1.0,,,,,,Very Low Use
973811,,,,,,1.0,,,,,,,Very Low Use
973812,36.0,25.0,,,,,2.0,,,,,3.0,Low Use
973813,84.0,1.0,,,,,,,,,,1.0,Medium Use
973814,,,,,,,,,,,,1.0,Very Low Use
973815,1.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
973816,8.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
973817,,,1.0,,,,,,,,,2.0,Very Low Use
973818,,,,,,,1.0,,,,,,Very Low Use
973819,24.0,4.0,,,1.0,,1.0,,,,,1.0,Low Use
973820,6.0,1.0,,,,,,,,,1.0,1.0,Very Low Use
973821,,,,,,,,,,,,1.0,Very Low Use
973823,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973824,,,,,,,,,,,,1.0,Very Low Use
973825,,,,,,,,,,,,1.0,Very Low Use
973826,149.0,2.0,,,,,1.0,,,,1.0,2.0,Medium Use
973827,,,,,1.0,,,,,,,,Very Low Use
973828,,,,,,,,,,,,1.0,Very Low Use
973829,76.0,2.0,,,,,1.0,,,,,2.0,Low Use
973830,80.0,2.0,,,,,,,,,,1.0,Low Use
973831,4.0,1.0,,,,,,,,,,1.0,Very Low Use
973833,25.0,9.0,,,,,2.0,,,,,3.0,Low Use
973834,,,,,,,,,,,,1.0,Very Low Use
973835,,,,,,,2.0,,,,,,Very Low Use
973836,99.0,1.0,,,,,3.0,,,,,2.0,Medium Use
973837,,,,,,,,,,,1.0,,Very Low Use
973838,,,,,,,,,,,,1.0,Very Low Use
973839,71.0,1.0,,,,,,,,,1.0,,Low Use
973840,1.0,1.0,,,,,,,,,,2.0,Very Low Use
973841,,,,,,,1.0,,,,,,Very Low Use
973842,,,,,,,1.0,,,,1.0,,Very Low Use
973843,,,,,,,1.0,,,,1.0,,Very Low Use
973844,,,,,,,,,,,1.0,1.0,Very Low Use
973845,8.0,1.0,,,,,,,,,,1.0,Very Low Use
973846,,,,,,,,,,,,1.0,Very Low Use
973847,,,2.0,,,,,,,,,,Very Low Use
973848,,,,,,,,,,,,1.0,Very Low Use
973849,26.0,1.0,,,,,3.0,,,,,2.0,Low Use
973850,,,,,,,,,,,,1.0,Very Low Use
973851,,,,,1.0,,,,,,,,Very Low Use
973852,,,,,,,2.0,,,,,,Very Low Use
973853,,,,,,,2.0,,,,,,Very Low Use
973854,,,,,,,2.0,,,,,,Very Low Use
973855,112.0,2.0,,,1.0,1.0,1.0,,,,,3.0,Medium Use
973856,181.0,27.0,,,,,2.0,,,,1.0,1.0,High Use
973857,7.0,5.0,,,,,,,,,,,Very Low Use
973858,30.0,12.0,,,1.0,,,,,,,1.0,Low Use
973859,,,,,,,,,,,,1.0,Very Low Use
973860,,,,,1.0,,1.0,,,,,,Very Low Use
973861,8.0,1.0,,,,,,,,,,,Very Low Use
973862,24.0,4.0,,,,,1.0,,,,,2.0,Low Use
973865,1.0,1.0,,,,,,,,,,,Very Low Use
973866,,,,,,,1.0,,,,,2.0,Very Low Use
973867,,,,,,,1.0,,,,,,Very Low Use
973868,68.0,1.0,1.0,,,,,,,,,,Low Use
973869,,,,,,,,,,,,1.0,Very Low Use
973870,6.0,2.0,,,,,1.0,,,,,2.0,Very Low Use
973871,319.0,2.0,,,,1.0,,,,,,1.0,Very High Use
973872,,,,,,,,,,,,1.0,Very Low Use
973873,,,,1.0,,,,,,,1.0,1.0,Very Low Use
973874,,,,1.0,,,,,,,1.0,1.0,Very Low Use
973875,,,,1.0,,,,,,,1.0,1.0,Very Low Use
973876,,,,,,,1.0,,,,,2.0,Very Low Use
973877,,,,,,,1.0,,,,,2.0,Very Low Use
973878,,,,,,,1.0,,,,,2.0,Very Low Use
973879,,,,,,,1.0,,,,,,Very Low Use
973880,,,,,,,1.0,,,,,,Very Low Use
973881,,,,,,,,,,,,2.0,Very Low Use
973882,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973883,1.0,1.0,,,,,,,,,,2.0,Very Low Use
973884,163.0,2.0,,,,,1.0,,,,1.0,2.0,High Use
973885,,,,,,,1.0,,,,,,Very Low Use
973886,11.0,1.0,,,,,,,,,,,Very Low Use
973887,,,,,,,,,,,,2.0,Very Low Use
973889,,,,,,,,,,,,2.0,Very Low Use
973890,,,,,,,,,,,,1.0,Very Low Use
973891,,,,,1.0,,2.0,,,,,2.0,Very Low Use
973892,,,,,,,,,,,,1.0,Very Low Use
973893,,,,,,,,,,,,1.0,Very Low Use
973895,113.0,1.0,,,,,,,,,,2.0,Medium Use
973896,,,,,,,,,,,,1.0,Very Low Use
973897,,,,,,,,,,,,1.0,Very Low Use
973898,,,1.0,,,,,,,,,,Very Low Use
973899,,,,,1.0,,,,,,,,Very Low Use
973900,20.0,1.0,,,2.0,,,,,,,,Very Low Use
973902,,,,,1.0,,,,,,,,Very Low Use
973903,189.0,4.0,,,,,,,,,,4.0,High Use
973904,,,,,1.0,,,,,,,,Very Low Use
973905,130.0,2.0,,,,1.0,,,,,1.0,1.0,Medium Use
973906,,,,,,,,,,,,1.0,Very Low Use
973907,3.0,3.0,,,,,,,,,,1.0,Very Low Use
973908,,,,,1.0,,,,,,,2.0,Very Low Use
973909,,,,,,,1.0,,,,,,Very Low Use
973910,,,,,,,,,,,,1.0,Very Low Use
973911,,,,,1.0,,,,,,,2.0,Very Low Use
973912,,,,,,,,,,,,1.0,Very Low Use
973913,,,,,,,1.0,,,,,,Very Low Use
973916,46.0,2.0,,,1.0,4.0,2.0,,,,1.0,3.0,Low Use
973917,,,,,,,,,,,,1.0,Very Low Use
973918,,,,,,,1.0,,,,,,Very Low Use
973919,,,,1.0,,,,,,,,,Very Low Use
973922,1.0,1.0,,,,,,,,,,1.0,Very Low Use
973923,5.0,2.0,,,,,,,,,,1.0,Very Low Use
973924,,,,1.0,,,,,,,,,Very Low Use
973925,,,,,,,1.0,,,,,1.0,Very Low Use
973927,1.0,1.0,,,,,,,,,,2.0,Very Low Use
973928,1.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
973930,,,,1.0,,,,,,,,,Very Low Use
973931,,,,,,,1.0,,,,,,Very Low Use
973932,8.0,5.0,,,,,,,,,,3.0,Very Low Use
973933,,,,,,,1.0,,,,,,Very Low Use
973934,40.0,5.0,,,,,,,,,,2.0,Low Use
973935,2.0,2.0,,,,,,,,,,3.0,Very Low Use
973936,5.0,1.0,,,,,,,,,,1.0,Very Low Use
973937,,,,,1.0,,,,1.0,,,1.0,Very Low Use
973938,,,,,1.0,,3.0,,,,1.0,,Very Low Use
973939,,,,,1.0,,,,,,,,Very Low Use
973940,,,,,2.0,,,,,,,,Very Low Use
973941,123.0,3.0,,,,2.0,1.0,,,,,1.0,Medium Use
973943,,,,,2.0,,,,,,,1.0,Very Low Use
973944,1.0,1.0,,,,,,,,,,2.0,Very Low Use
973945,,,,,1.0,,,,,,,1.0,Very Low Use
973946,3.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
973947,,,,,1.0,,1.0,,,,,1.0,Very Low Use
973948,3.0,1.0,,,,,,,,,,1.0,Very Low Use
973949,,,,,1.0,,,,,,,,Very Low Use
973950,,,,,1.0,,,,,,,,Very Low Use
973951,,,,,1.0,,,,,,,,Very Low Use
973952,,,,,1.0,,,,,,,,Very Low Use
973953,,,,,1.0,,,,,,,,Very Low Use
973954,,,,,1.0,,,,,,,,Very Low Use
973955,,,,,1.0,,,,,,,,Very Low Use
973956,,,,,,,1.0,,,,,,Very Low Use
973957,2.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
973958,84.0,2.0,,,,1.0,,,,,,1.0,Medium Use
973960,77.0,1.0,,,,,,,,,,1.0,Low Use
973961,7.0,2.0,,,,,,,,,,1.0,Very Low Use
973962,122.0,1.0,,,,,2.0,,,,,2.0,Medium Use
973963,,,,,,,,,,,,1.0,Very Low Use
973964,43.0,1.0,,,,,,,,,,,Low Use
973965,4.0,2.0,,,,,,,,,,,Very Low Use
973966,4.0,2.0,,,,,,,,,,,Very Low Use
973967,79.0,12.0,,,1.0,,,,,,,1.0,Medium Use
973968,78.0,1.0,,,1.0,,2.0,,,,1.0,1.0,Low Use
973969,,,1.0,1.0,,,,,,,,2.0,Very Low Use
973970,,,,,,,,,,,,1.0,Very Low Use
973972,,,,1.0,,,,,,,,,Very Low Use
973973,28.0,3.0,,,,,,,,,,1.0,Low Use
973974,123.0,1.0,,,,,,,,,,,Medium Use
973975,,,,1.0,,,,,,,,,Very Low Use
973976,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
973977,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
973978,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
973979,78.0,11.0,,,1.0,,,,,,,,Medium Use
973980,,,,1.0,,,,,,,,,Very Low Use
973981,,,,,,,,,,,,1.0,Very Low Use
973982,99.0,2.0,,,,,,,,,1.0,1.0,Medium Use
973983,92.0,3.0,,,,,,,,,,1.0,Medium Use
973984,,,,,,,1.0,,,,,,Very Low Use
973985,87.0,2.0,,,,,3.0,,,,,2.0,Medium Use
973986,2.0,2.0,,,,,,,,,,1.0,Very Low Use
973987,2.0,1.0,,,2.0,,1.0,,,,,1.0,Very Low Use
973988,2.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
973989,2.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
973990,2.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
973991,,,,,,,1.0,,,,,,Very Low Use
973992,,,,,,,,,,,,1.0,Very Low Use
973993,,,,,,,1.0,,,,,,Very Low Use
973994,,,,,,,1.0,,,,,,Very Low Use
973995,,,,,,,1.0,,,,,,Very Low Use
973996,,,,,,,1.0,,,,,,Very Low Use
973997,,,,,,,1.0,,,,,,Very Low Use
973998,,,1.0,,,,1.0,,,,,1.0,Very Low Use
973999,7.0,7.0,,,,,,,,,,2.0,Very Low Use
974000,,,,,,,2.0,,,,,,Very Low Use
974001,17.0,17.0,1.0,,1.0,,1.0,,,,1.0,1.0,Low Use
974002,8.0,2.0,,,,,1.0,,,,,1.0,Very Low Use
974003,7.0,1.0,,,,,2.0,,,,,,Very Low Use
974004,1.0,1.0,,,,,,,,,,2.0,Very Low Use
974005,,,,,3.0,,,,,,,1.0,Very Low Use
974006,,,,,,,,,,,,1.0,Very Low Use
974007,,,,,,,,,,,,1.0,Very Low Use
974008,,,,,,,,,,,,1.0,Very Low Use
974009,3.0,1.0,,,,,,,,,,,Very Low Use
974010,1.0,1.0,,,,,,,,,,,Very Low Use
974011,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974012,14.0,10.0,,,,,2.0,,,,,2.0,Very Low Use
974013,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974014,,,,,,,,,,,,1.0,Very Low Use
974015,,,,,,,1.0,,,,,,Very Low Use
974016,27.0,1.0,,,,,,,,,,,Very Low Use
974017,,,,1.0,,,,,,,,1.0,Very Low Use
974018,,,,,,,2.0,,,,,,Very Low Use
974019,7.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
974020,7.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
974021,7.0,1.0,,,1.0,,,,,,1.0,1.0,Very Low Use
974022,,,,,,,,,,,,1.0,Very Low Use
974023,7.0,1.0,,,1.0,,,,,,1.0,1.0,Very Low Use
974024,,,,,1.0,,,,,,,,Very Low Use
974025,,,,,,,,,,,,2.0,Very Low Use
974026,,,,,,,,,,,,2.0,Very Low Use
974027,,,,,,,,,,,,2.0,Very Low Use
974028,21.0,7.0,,,,,,,,,,1.0,Low Use
974030,,,1.0,,,,,,,,,,Very Low Use
974031,,,1.0,,,,,,,,,,Very Low Use
974032,,,1.0,,,,,,,,,,Very Low Use
974033,22.0,1.0,1.0,1.0,,1.0,,,,,,1.0,Very Low Use
974034,22.0,1.0,1.0,1.0,,1.0,,,,,,1.0,Very Low Use
974035,7.0,1.0,,,,,,,,,,1.0,Very Low Use
974036,1.0,1.0,,,,,,,,,,,Very Low Use
974039,4.0,1.0,,,,,,,,,,1.0,Very Low Use
974040,6.0,1.0,,,,,,,,,,1.0,Very Low Use
974041,,,,,,,,,,,,1.0,Very Low Use
974042,,,,,,,1.0,,,,,1.0,Very Low Use
974043,,,,,,,,,,,,2.0,Very Low Use
974044,,,,,,,1.0,,,,,,Very Low Use
974045,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974046,,,1.0,,1.0,,,,,,1.0,2.0,Very Low Use
974047,14.0,2.0,,,,,,,,,,1.0,Very Low Use
974048,,,,,,,1.0,,,,,,Very Low Use
974049,4.0,1.0,,,,,,,,,,1.0,Very Low Use
974050,,,,,,,2.0,,,,,1.0,Very Low Use
974051,,,,,,,,,,,,1.0,Very Low Use
974052,,,,,,,,,,,,1.0,Very Low Use
974053,16.0,1.0,,,,,,,,,,1.0,Very Low Use
974054,,,,,,,,,,,,2.0,Very Low Use
974055,67.0,4.0,,,,,,,,,,2.0,Low Use
974056,,,,,1.0,,,,,,,,Very Low Use
974057,,,,,1.0,,,,,,,1.0,Very Low Use
974058,,,,,1.0,,,,,,,,Very Low Use
974059,7.0,1.0,,,,,,,,,,1.0,Very Low Use
974060,71.0,1.0,,,,,,,,,,1.0,Low Use
974061,,,,,,,1.0,,,,,,Very Low Use
974062,,,,,,,,,,,,1.0,Very Low Use
974063,129.0,4.0,,,,,1.0,,,,,1.0,Medium Use
974064,,,,,,,1.0,,,,,,Very Low Use
974065,2.0,2.0,,1.0,,,,,,,,1.0,Very Low Use
974066,68.0,1.0,,,,,,,,,,1.0,Low Use
974067,,,,,,,1.0,,,,,,Very Low Use
974068,24.0,1.0,,,,,,,,,,,Very Low Use
974069,37.0,1.0,,1.0,,,,,,,,1.0,Low Use
974070,123.0,1.0,,,,,1.0,,,,,1.0,Medium Use
974071,,,,,1.0,,,,,,,,Very Low Use
974072,78.0,12.0,,,,1.0,,,,,,1.0,Medium Use
974073,82.0,1.0,,,,1.0,,,,,,,Low Use
974074,,,,,,,,,,,,1.0,Very Low Use
974075,,,,,,,,,,,,1.0,Very Low Use
974076,,,,,,,,,,,1.0,,Very Low Use
974077,,,,1.0,,,,,,,,,Very Low Use
974078,,,,,1.0,,,,,,,,Very Low Use
974080,,,,,,,,,,,,1.0,Very Low Use
974081,,,,,,,,,,,,1.0,Very Low Use
974082,,,,,,,,,,,,1.0,Very Low Use
974083,,,,,,,,,,,,1.0,Very Low Use
974086,140.0,7.0,,,,2.0,,,,,1.0,2.0,Medium Use
974087,,,,,1.0,,,,,,,,Very Low Use
974088,,,,,,,,,,,,1.0,Very Low Use
974089,,,,,,,,,,,1.0,2.0,Very Low Use
974090,12.0,6.0,,,,,,,,,,3.0,Very Low Use
974091,46.0,7.0,,,,,,,,,,1.0,Low Use
974092,7.0,1.0,,,,,,,,,,2.0,Very Low Use
974093,,,,,1.0,,,,,,,,Very Low Use
974094,18.0,3.0,,,,,,,,,,2.0,Very Low Use
974095,,,,,1.0,,,,,,,,Very Low Use
974096,,,,,,,,,,,,2.0,Very Low Use
974097,183.0,2.0,,,1.0,,1.0,,,,1.0,2.0,High Use
974098,,,,,2.0,,,,,,,2.0,Very Low Use
974099,,,,,,,,,,,1.0,,Very Low Use
974100,,,,1.0,,,,,,,,1.0,Very Low Use
974101,,,,,1.0,,,,,,,1.0,Very Low Use
974102,,,,,,,1.0,,,,,2.0,Very Low Use
974103,,,,1.0,,,,,,,,1.0,Very Low Use
974105,,,,,1.0,,,,,,,,Very Low Use
974106,,,,,1.0,,,,,,,,Very Low Use
974107,,,,,1.0,,,,,,,,Very Low Use
974108,,,,,1.0,,,,,,,,Very Low Use
974109,,,,,1.0,,,,,,,,Very Low Use
974110,7.0,2.0,,,,,2.0,,,,,1.0,Very Low Use
974111,110.0,1.0,,,,,,,,,,1.0,Medium Use
974112,,,,,,,,,,,,1.0,Very Low Use
