personalid,ESNights,ES,TransitionalHousing,PH,StreetOutReach,ServicesOnly,Other,SafeHaven,PH-NoDis,HomelessPrev,PHRapid,CoordinatedAsses,Usage Cluster
974113,,,,,,,,,,,,1.0,Very Low Use
974114,,,,,,,,,,,,1.0,Very Low Use
974115,116.0,1.0,,,,,,,,,,1.0,Medium Use
974116,,,,,,,1.0,,,,,1.0,Very Low Use
974117,,,,,1.0,,,,,,,,Very Low Use
974118,63.0,2.0,,,,,,,,,1.0,1.0,Low Use
974119,,,,,1.0,,,,,,,,Very Low Use
974120,,,,,,,,,,,,1.0,Very Low Use
974121,3.0,2.0,,,,,,,,,,1.0,Very Low Use
974122,41.0,1.0,,,,,,,,,,,Low Use
974123,105.0,9.0,,,2.0,,3.0,,,,1.0,2.0,Medium Use
974124,51.0,1.0,,,,,,,,,1.0,1.0,Low Use
974125,51.0,1.0,,,,,,,,,1.0,1.0,Low Use
974126,122.0,2.0,,,,1.0,,,,,1.0,,Medium Use
974127,231.0,165.0,,,1.0,,,,,,,2.0,Very High Use
974128,,,,,,,,,,,1.0,1.0,Very Low Use
974129,,,,,,,,,,,,1.0,Very Low Use
974130,,,,1.0,,,,,,,,,Very Low Use
974131,40.0,1.0,,,,,,,,,,1.0,Low Use
974132,1.0,1.0,,,,,3.0,,,,,1.0,Very Low Use
974133,,,,,,,,,,,,1.0,Very Low Use
974134,,,,,,,1.0,,,,,,Very Low Use
974135,6.0,6.0,,,1.0,,1.0,,,,,3.0,Very Low Use
974136,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974137,,,,,,,,,,,,1.0,Very Low Use
974138,7.0,2.0,,,,1.0,,,,,,1.0,Very Low Use
974139,,,,,,,1.0,,,,,,Very Low Use
974140,,,,,,,1.0,,,,,,Very Low Use
974141,,,,,,,1.0,,,,,,Very Low Use
974142,,,,,,,,,,,,1.0,Very Low Use
974143,,,,,,,,,,,1.0,,Very Low Use
974144,8.0,7.0,,,,,1.0,,,,,1.0,Very Low Use
974145,,,,,,,3.0,,,,,,Very Low Use
974148,,,,,,,,,,,,1.0,Very Low Use
974149,,,,,,,,,,,,2.0,Very Low Use
974150,3.0,3.0,,,,1.0,,,,,,1.0,Very Low Use
974151,,,,,,,1.0,,,,,,Very Low Use
974152,1.0,1.0,,,,,,,,,,,Very Low Use
974153,17.0,1.0,,,,,,,,,,1.0,Very Low Use
974154,,,,,1.0,,,,,,,1.0,Very Low Use
974155,,,,,,,1.0,,,,,,Very Low Use
974156,,,,,,,1.0,,,,,,Very Low Use
974157,,,,,,,1.0,,,,,,Very Low Use
974158,,,,,,,,,,,,1.0,Very Low Use
974159,79.0,2.0,,,,,,,,,1.0,1.0,Low Use
974160,79.0,2.0,,,,,,,,,1.0,1.0,Low Use
974161,79.0,2.0,,,,,,,,,1.0,1.0,Low Use
974162,79.0,2.0,,,,,,,,,1.0,1.0,Low Use
974163,79.0,2.0,,,,,,,,,1.0,1.0,Low Use
974164,,,,,,,,,,,,2.0,Very Low Use
974165,,,,,,,,,,,,2.0,Very Low Use
974166,,,,,,,1.0,,,,,,Very Low Use
974167,,,,,,,,,,,,1.0,Very Low Use
974168,,,,,,,1.0,,,,,,Very Low Use
974169,,,,,1.0,,,,,,,,Very Low Use
974171,97.0,1.0,,,,,,,,,1.0,1.0,Medium Use
974172,,,,,,,1.0,,,,,,Very Low Use
974173,,,,,,,,,,,,1.0,Very Low Use
974175,,,,,,,1.0,,,,,,Very Low Use
974176,,,,,,,1.0,,,,,,Very Low Use
974177,,,,,,,,,,,,1.0,Very Low Use
974178,,,,,1.0,,,,,,,,Very Low Use
974179,,,,,,,2.0,,,,,,Very Low Use
974180,,,1.0,,,,,,,,,,Very Low Use
974181,,,1.0,,,,,,,,,,Very Low Use
974182,,,1.0,,,,,,,,,,Very Low Use
974183,31.0,2.0,,,,,,,,,,2.0,Low Use
974184,18.0,3.0,,,,,,,,,1.0,2.0,Very Low Use
974185,9.0,9.0,,,,,,,,,,1.0,Very Low Use
974186,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974187,,,,,1.0,,,,,,,,Very Low Use
974188,,,,,1.0,,,,,,,,Very Low Use
974189,,,,,1.0,,,,,,,,Very Low Use
974190,,,,,1.0,,,,,,,,Very Low Use
974191,,,,,1.0,,,,,,,,Very Low Use
974193,,,,,1.0,,,,,,,,Very Low Use
974194,11.0,2.0,,,,,,,,,,1.0,Very Low Use
974195,,,,,1.0,,,,,,,,Very Low Use
974196,,,,,2.0,,1.0,,,,,1.0,Very Low Use
974197,,,,,1.0,,,,,,,,Very Low Use
974198,,,,,1.0,,,,,,,,Very Low Use
974199,,,,,1.0,,,,,,,,Very Low Use
974200,,,,,1.0,,,,,,,,Very Low Use
974201,,,,,1.0,,,,,,,,Very Low Use
974202,,,,,1.0,,,,,,,,Very Low Use
974203,,,,,1.0,,,,,,,,Very Low Use
974204,,,,,1.0,,,,,,,,Very Low Use
974205,,,,,1.0,,,,,,,,Very Low Use
974206,98.0,2.0,,,,1.0,,,,,2.0,2.0,Medium Use
974207,,,,,1.0,,,,,,,1.0,Very Low Use
974208,10.0,6.0,,,,,1.0,,,,,1.0,Very Low Use
974209,10.0,2.0,,,,,,,,,,2.0,Very Low Use
974210,25.0,1.0,,,,,,,,,,,Very Low Use
974211,,,,,1.0,,,,,,,,Very Low Use
974212,1.0,1.0,,,,,,,,,,2.0,Very Low Use
974213,21.0,2.0,,,,,,,,,,1.0,Very Low Use
974214,2.0,1.0,,,,1.0,,,,,,1.0,Very Low Use
974215,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974216,,,,,,,,,,,,1.0,Very Low Use
974217,8.0,8.0,,,,,,,,,,1.0,Very Low Use
974218,,,,,,,,,,,,1.0,Very Low Use
974219,,,,,,,,,,,,1.0,Very Low Use
974220,,,,,,,,,,,,1.0,Very Low Use
974221,,,,,1.0,,,,,,,,Very Low Use
974222,,,,,1.0,,,,,,,,Very Low Use
974223,,,,,1.0,,,,,,,,Very Low Use
974224,85.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
974225,197.0,40.0,,,,3.0,3.0,,,,1.0,2.0,High Use
974226,,,,,,,1.0,,,,,,Very Low Use
974227,,,,,,,1.0,,,,,,Very Low Use
974228,,,,,,,1.0,,,,,,Very Low Use
974229,,,,,,,1.0,,,,,,Very Low Use
974230,78.0,11.0,,,,,1.0,,,,,1.0,Medium Use
974231,,,,,,,2.0,,,,,,Very Low Use
974232,,,,,,,2.0,,,,,,Very Low Use
974233,126.0,16.0,,,,,1.0,,,,,1.0,Medium Use
974234,,,,,,,2.0,,,,,,Very Low Use
974235,,,,,,,,,,,,1.0,Very Low Use
974237,,,,,,,1.0,,,,,,Very Low Use
974238,,,,1.0,,,,,,,,1.0,Very Low Use
974239,,,,,,,1.0,,,,1.0,1.0,Very Low Use
974240,,,,,,,1.0,,,,,,Very Low Use
974241,,,,,,,,,,,,1.0,Very Low Use
974242,,,,,,,1.0,,,,1.0,1.0,Very Low Use
974243,40.0,1.0,,,,,,,,,,,Low Use
974244,,,,,,,,,,,,1.0,Very Low Use
974245,24.0,12.0,,,,,1.0,,,,,1.0,Low Use
974247,,,,,,,1.0,,,,,,Very Low Use
974248,,,,,,,,,,,,1.0,Very Low Use
974249,,,,,,,,,,,,1.0,Very Low Use
974250,,,,,,,,,,,1.0,1.0,Very Low Use
974251,,,,,,,,,,,1.0,1.0,Very Low Use
974252,,,,,,,,,,,1.0,1.0,Very Low Use
974253,,,,,,,,,,,1.0,1.0,Very Low Use
974254,6.0,2.0,,,,,,,,,,,Very Low Use
974255,,,,,,,1.0,,,,,,Very Low Use
974256,,,1.0,,,,,,,,,,Very Low Use
974257,,,,,1.0,,,,,,,1.0,Very Low Use
974258,108.0,6.0,,,,1.0,,,,,,2.0,Medium Use
974259,,,1.0,,,,,,,,,1.0,Very Low Use
974260,,,,,,,,,,,,1.0,Very Low Use
974261,63.0,1.0,,,,,1.0,,,,1.0,1.0,Low Use
974262,,,,,,,,1.0,,,,2.0,Very Low Use
974263,63.0,1.0,,,,,1.0,,,,1.0,1.0,Low Use
974265,36.0,3.0,,,,2.0,1.0,,,,,1.0,Low Use
974266,,,1.0,,1.0,,,,,,,,Very Low Use
974267,,,,,1.0,,,,,,,,Very Low Use
974268,26.0,4.0,,,,,,,,,,1.0,Low Use
974269,,,,,1.0,,,,,,,,Very Low Use
974270,,,,,1.0,,,,,,,,Very Low Use
974271,,,,,,,1.0,,,,,,Very Low Use
974272,,,,,,,1.0,,,,,1.0,Very Low Use
974273,4.0,1.0,,,,,,,,,,2.0,Very Low Use
974274,,,,,,,1.0,,,,,3.0,Very Low Use
974275,34.0,5.0,,,1.0,1.0,1.0,,,,,2.0,Low Use
974276,,,1.0,,,,,,,,,,Very Low Use
974277,111.0,2.0,1.0,,,,,,,,,,Medium Use
974279,,,,,,,,,,,,1.0,Very Low Use
974280,1.0,1.0,,,,,1.0,,,,,2.0,Very Low Use
974281,,,,,,,,,,,,1.0,Very Low Use
974282,,,1.0,,,,,,,,,,Very Low Use
974283,,,1.0,,,,,,,,,,Very Low Use
974284,,,1.0,,,,,,,,,,Very Low Use
974285,,,,,,,,,,,,1.0,Very Low Use
974286,,,1.0,,,,,,,,,,Very Low Use
974287,,,1.0,,,,,,,,,,Very Low Use
974288,,,1.0,,,,,,,,,,Very Low Use
974289,,,1.0,,,,,,,,,,Very Low Use
974290,,,,,1.0,,,,,,,,Very Low Use
974291,3.0,3.0,,,,,1.0,,,,,1.0,Very Low Use
974292,,,,,,,,,,,,1.0,Very Low Use
974293,99.0,1.0,,,,,,,,,,,Medium Use
974294,,,,,,,1.0,,,,,,Very Low Use
974295,3.0,3.0,,,,,,,,,,2.0,Very Low Use
974296,,,,,,,1.0,,,,,,Very Low Use
974297,,,,,,,1.0,,,,,,Very Low Use
974298,,,,,,,1.0,,,,,,Very Low Use
974299,,,,,,,1.0,,,,,,Very Low Use
974300,112.0,1.0,,,,,,,,,,1.0,Medium Use
974302,,,,,1.0,,3.0,,,,,3.0,Very Low Use
974303,,,,,1.0,,,,,,,1.0,Very Low Use
974304,,,,,1.0,,,,,,,1.0,Very Low Use
974305,,,,,1.0,,,,,,,1.0,Very Low Use
974306,,,,,,,1.0,,,,,1.0,Very Low Use
974307,84.0,1.0,,,1.0,,,,,,2.0,2.0,Medium Use
974309,,,,,1.0,,,,,,,1.0,Very Low Use
974310,,,1.0,,,,,,,,,,Very Low Use
974311,,,1.0,,,,,,,,,,Very Low Use
974312,,,1.0,,,,,,,,,,Very Low Use
974313,,,1.0,,,,,,,,,,Very Low Use
974314,,,,,1.0,,,,,,,,Very Low Use
974315,41.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
974316,,,,,1.0,,1.0,,,,,,Very Low Use
974317,,,,,,,,,,,,1.0,Very Low Use
974318,,,,,,,1.0,,,,,1.0,Very Low Use
974319,41.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
974320,41.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
974321,,,,1.0,,,1.0,,,,,,Very Low Use
974322,,,,,,,,,,,,1.0,Very Low Use
974323,29.0,5.0,,,2.0,,3.0,,,,,2.0,Low Use
974324,,,,,,,,,,,1.0,1.0,Very Low Use
974325,107.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
974326,,,,,,,,,,,,1.0,Very Low Use
974327,10.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
974328,,,,,,,2.0,,,,,,Very Low Use
974329,,,,,,,2.0,,,,,,Very Low Use
974330,39.0,1.0,,,,,1.0,,,,,1.0,Low Use
974331,85.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
974332,61.0,1.0,,,,,1.0,,,,,2.0,Low Use
974333,104.0,1.0,,,,,1.0,,,,,1.0,Medium Use
974334,,,,,,,,,,,,1.0,Very Low Use
974335,27.0,1.0,,,,,,,,,,1.0,Low Use
974336,,,,,,,,,,,,1.0,Very Low Use
974337,,,,,1.0,1.0,,,,,,,Very Low Use
974338,,,,,1.0,,,,,,,1.0,Very Low Use
974339,,,,,,,,,,,,1.0,Very Low Use
974340,107.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Medium Use
974341,107.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
974342,,,,,,,,,,,,1.0,Very Low Use
974343,,,,,,1.0,,,,,,,Very Low Use
974344,5.0,2.0,,,,,,,,,,1.0,Very Low Use
974345,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974346,51.0,6.0,,,,,,,,,,1.0,Low Use
974347,54.0,1.0,,,,1.0,,,,,,2.0,Low Use
974348,,,,,,,,,,,,1.0,Very Low Use
974349,,,,,,,1.0,,,,,,Very Low Use
974350,6.0,1.0,,,,1.0,,,,,,1.0,Very Low Use
974351,,,1.0,1.0,,,,,,,,,Very Low Use
974352,162.0,1.0,,,,1.0,2.0,,,,,2.0,High Use
974353,,,,,1.0,,,,,,,1.0,Very Low Use
974354,,,,,1.0,,2.0,,,,,,Very Low Use
974355,,,,,,,1.0,,,,,2.0,Very Low Use
974356,,,,,1.0,,,,,,,,Very Low Use
974357,,,,,,,1.0,,,,,,Very Low Use
974359,,,,,,,,,,,,1.0,Very Low Use
974360,,,,,,,1.0,,,,,1.0,Very Low Use
974361,,,,1.0,,,,,,,,1.0,Very Low Use
974362,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974363,,,,,,,1.0,,,,,,Very Low Use
974364,,,,,,,1.0,,,,,,Very Low Use
974365,,,,,,,1.0,,,,,1.0,Very Low Use
974366,,,,,,,2.0,,,,,,Very Low Use
974367,,,,,,,1.0,,,,,,Very Low Use
974369,,,,,,,,,,,,1.0,Very Low Use
974371,,,,,1.0,,2.0,,,,,1.0,Very Low Use
974372,,,,,,,,,,,,1.0,Very Low Use
974373,,,,,,,,,,,,1.0,Very Low Use
974374,,,,,,,1.0,,,,,,Very Low Use
974375,,,,,,,1.0,,,,,1.0,Very Low Use
974376,,,,,,,1.0,,,,,1.0,Very Low Use
974377,,,,,,,1.0,,,,,1.0,Very Low Use
974378,,,,,,,1.0,,,,,1.0,Very Low Use
974379,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974381,,,,,,,,,,,,1.0,Very Low Use
974382,,,,,,,1.0,,,,,,Very Low Use
974383,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974384,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974385,,,,,,,1.0,,,,,,Very Low Use
974386,,,,,,,,,,,1.0,,Very Low Use
974387,,,,,,,,,,,1.0,,Very Low Use
974388,,,,,,,,,,,,1.0,Very Low Use
974389,,,,1.0,,1.0,,,,,,,Very Low Use
974390,,,,,1.0,,,,,,,1.0,Very Low Use
974391,,,,,,,,,,,,1.0,Very Low Use
974392,12.0,12.0,,,,,1.0,,,,,2.0,Very Low Use
974393,,,,,,,,,,,,1.0,Very Low Use
974394,18.0,3.0,1.0,,1.0,,,,,,,3.0,Very Low Use
974395,63.0,1.0,,,,,,,,,,1.0,Low Use
974396,72.0,3.0,,,,1.0,,,,,,1.0,Low Use
974397,,,,1.0,1.0,,,,,,,1.0,Very Low Use
974398,,,,,1.0,,,,,,,1.0,Very Low Use
974399,,,,,1.0,,,,,,,1.0,Very Low Use
974400,,,,,,,,,,,,1.0,Very Low Use
974401,,,,,1.0,,,,,,,,Very Low Use
974402,,,,,1.0,,,,,,,,Very Low Use
974404,,,,,1.0,,,,,,,,Very Low Use
974405,,,,,,1.0,,,,,,,Very Low Use
974406,,,,,,1.0,,,,,,,Very Low Use
974407,,,,,,1.0,,,,,,,Very Low Use
974408,,,,,1.0,,,,,,,,Very Low Use
974409,,,,,1.0,,,,,,,,Very Low Use
974410,,,,,1.0,,,,,,,,Very Low Use
974411,,,,,,,,,,,,1.0,Very Low Use
974412,,,,1.0,,,,,,,,1.0,Very Low Use
974413,,,,1.0,,,,,,,,,Very Low Use
974414,,,,1.0,,,,,,,,,Very Low Use
974415,,,,,1.0,,,,,,,,Very Low Use
974416,21.0,11.0,,,,,,,,,,1.0,Low Use
974419,,,,,3.0,,,,,,,1.0,Very Low Use
974420,119.0,1.0,,,,,,,,,,,Medium Use
974421,,,,,,,1.0,,,,,,Very Low Use
974422,,,,,,,1.0,,,,,,Very Low Use
974423,,,,,1.0,,,,,,,1.0,Very Low Use
974424,,,,,1.0,,,,,,,,Very Low Use
974425,,,,,,,1.0,,,,,,Very Low Use
974426,,,,,,,,,,,,1.0,Very Low Use
974427,,,,,,,,,,,,1.0,Very Low Use
974428,,,,,,,1.0,,,,,,Very Low Use
974429,,,,,,,1.0,,,,,,Very Low Use
974430,,,,,,,1.0,,,,,,Very Low Use
974431,,,,,,,,,,,1.0,1.0,Very Low Use
974432,204.0,1.0,,,,,1.0,,,,1.0,3.0,High Use
974433,,,,,,,1.0,,,,,,Very Low Use
974434,37.0,1.0,,,,,,,,,,1.0,Low Use
974435,63.0,1.0,,,,,,,,,,1.0,Low Use
974436,,,,1.0,1.0,,,,,,,1.0,Very Low Use
974437,63.0,1.0,,,,,,,,,,1.0,Low Use
974438,68.0,1.0,,,,,1.0,,,,,1.0,Low Use
974439,,,,,,,,,,,,1.0,Very Low Use
974440,195.0,1.0,,,,,,,,,,1.0,High Use
974441,,,,,,,1.0,,,,,,Very Low Use
974442,,,,,1.0,,,,,,,,Very Low Use
974443,,,,,1.0,,,,,,,,Very Low Use
974444,,,,1.0,,,,,,,,2.0,Very Low Use
974445,,,,,,,1.0,,,,,,Very Low Use
974446,,,,1.0,,,,,,,,,Very Low Use
974447,,,,,1.0,,,,,,,,Very Low Use
974448,,,1.0,,,,,,,,,,Very Low Use
974449,,,1.0,,,,,,,,,,Very Low Use
974450,,,1.0,,,,,,,,,,Very Low Use
974451,,,,,1.0,,,,,,,,Very Low Use
974452,6.0,1.0,,,3.0,,1.0,,,,,1.0,Very Low Use
974453,,,,,1.0,,,,,,,,Very Low Use
974455,215.0,1.0,,,,,2.0,,,,,2.0,High Use
974456,103.0,1.0,,,1.0,1.0,,,,,1.0,1.0,Medium Use
974457,,,,,1.0,,,,,,,,Very Low Use
974458,,,,,1.0,,,,,,,,Very Low Use
974459,,,,,1.0,,,,,,,,Very Low Use
974460,,,,,1.0,,,,,,,,Very Low Use
974461,,,,,2.0,,,,,,,1.0,Very Low Use
974462,,,,,1.0,,,,,,,,Very Low Use
974463,,,,,1.0,,,,,,,,Very Low Use
974464,,,,,1.0,,,,,,,,Very Low Use
974465,,,,,1.0,,,,,,,,Very Low Use
974466,,,,,1.0,,,,,,,,Very Low Use
974467,,,,,,,,,,,,2.0,Very Low Use
974468,,,,,,,1.0,,,,,1.0,Very Low Use
974469,,,,,,,,,,,,1.0,Very Low Use
974470,,,,,,,1.0,,,,,1.0,Very Low Use
974471,,,,,,,1.0,,,,,,Very Low Use
974472,,,,,,,,,,,,1.0,Very Low Use
974473,,,,,,,1.0,,,,,,Very Low Use
974474,,,,1.0,,,,,,,,,Very Low Use
974475,,,,,,,1.0,,,,,,Very Low Use
974476,167.0,1.0,,,,1.0,1.0,,,,,2.0,High Use
974477,,,,,,,,,,,,1.0,Very Low Use
974478,,,,,,,,,,,,1.0,Very Low Use
974479,74.0,1.0,,,1.0,,,,,,1.0,2.0,Low Use
974480,,,,,,,1.0,,,,,,Very Low Use
974481,,,,,1.0,,,,,,,1.0,Very Low Use
974482,,,,,,,,,,,1.0,1.0,Very Low Use
974483,,,,,,,,,,,1.0,1.0,Very Low Use
974484,,,,1.0,1.0,,,,,,,1.0,Very Low Use
974485,109.0,1.0,,,,1.0,,,,,1.0,1.0,Medium Use
974486,109.0,1.0,,,,1.0,,,,,1.0,1.0,Medium Use
974487,,,,,1.0,,,,,,,1.0,Very Low Use
974488,,,,,,,,,,,,1.0,Very Low Use
974489,,,,,,,,,,,,1.0,Very Low Use
974490,115.0,17.0,,,,,2.0,,,,,3.0,Medium Use
974491,52.0,21.0,,,1.0,2.0,2.0,,,,,2.0,Low Use
974492,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974493,,,,,,,,,,,,1.0,Very Low Use
974494,,,,,,,1.0,,,,,,Very Low Use
974495,64.0,1.0,,,,,,,,,1.0,1.0,Low Use
974496,,,,,,,1.0,,,,,,Very Low Use
974497,,,,,,,,,,,,1.0,Very Low Use
974498,,,,,,,1.0,,,,,,Very Low Use
974499,,,,,,,1.0,,,,,,Very Low Use
974500,60.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Low Use
974501,60.0,1.0,,,1.0,,1.0,,,,1.0,2.0,Low Use
974502,57.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
974503,,,,,1.0,,,,,,,1.0,Very Low Use
974504,57.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
974505,57.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
974506,126.0,1.0,,,,,,,,,1.0,1.0,Medium Use
974507,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974508,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974509,,,1.0,,,1.0,,,,1.0,,,Very Low Use
974510,,,,,,,,,,,,1.0,Very Low Use
974511,,,,,,,,,,1.0,,,Very Low Use
974512,15.0,1.0,,,,,,,,,,1.0,Very Low Use
974513,,,,,,1.0,,,,,,,Very Low Use
974514,,,,,1.0,,,,,,,,Very Low Use
974515,71.0,1.0,,,,,,,,,,1.0,Low Use
974517,,,,,,,,,,,,1.0,Very Low Use
974518,,,,,,,,,,,,1.0,Very Low Use
974519,88.0,1.0,,,1.0,,1.0,,,,,2.0,Medium Use
974520,126.0,1.0,,,,,,,,,1.0,1.0,Medium Use
974521,,,,,1.0,,,,,,,,Very Low Use
974522,38.0,1.0,,,,,,,,,,1.0,Low Use
974523,110.0,22.0,,,2.0,1.0,,,,,,1.0,Medium Use
974524,87.0,10.0,,,1.0,1.0,3.0,,,,,1.0,Medium Use
974525,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974526,,,1.0,,,,,,,,,1.0,Very Low Use
974527,,,,,,,,,,,,1.0,Very Low Use
974528,41.0,1.0,,,,1.0,,,,,1.0,1.0,Low Use
974529,,,,,,,1.0,,,,,1.0,Very Low Use
974530,8.0,2.0,,,1.0,,,,,,,1.0,Very Low Use
974531,,,,,,,,,,,,1.0,Very Low Use
974532,,,,,,,,,1.0,,1.0,1.0,Very Low Use
974533,117.0,2.0,,,,,,,,,,,Medium Use
974534,41.0,1.0,,,,1.0,,,,,1.0,1.0,Low Use
974535,41.0,1.0,,,,1.0,,,,,1.0,1.0,Low Use
974536,,,1.0,,,,,,,,,1.0,Very Low Use
974537,,,1.0,,,,,,,,,1.0,Very Low Use
974538,,,1.0,,,,,,,,,1.0,Very Low Use
974539,,,1.0,,,,,,,,,1.0,Very Low Use
974540,,,1.0,,,,,,,,,1.0,Very Low Use
974541,,,1.0,,,,,,,,,1.0,Very Low Use
974542,,,,,,,,,1.0,,1.0,1.0,Very Low Use
974543,,,,,,,,,1.0,,1.0,1.0,Very Low Use
974544,,,,,,1.0,,,,1.0,,,Very Low Use
974545,21.0,1.0,,,1.0,,,,,,1.0,1.0,Very Low Use
974546,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974547,,,,,1.0,,1.0,,,,,,Very Low Use
974549,,,,,,,,,,,,1.0,Very Low Use
974550,74.0,3.0,,,,,,,,,,,Low Use
974551,,,,1.0,,,,,,,,1.0,Very Low Use
974552,,,1.0,,,,,,,,,1.0,Very Low Use
974553,,,,,1.0,,,,,,,,Very Low Use
974554,,,,1.0,,,,,,,,1.0,Very Low Use
974555,,,,,,,1.0,,,,,,Very Low Use
974556,21.0,1.0,,,1.0,,,,,,1.0,1.0,Very Low Use
974557,103.0,1.0,,,,,,,,,1.0,1.0,Medium Use
974558,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974559,87.0,1.0,,,1.0,,,,,,1.0,,Medium Use
974560,1.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
974561,,,1.0,,,,,,,,1.0,1.0,Very Low Use
974562,13.0,1.0,,,,,,,,,,1.0,Very Low Use
974563,,,1.0,,,,,,,,,,Very Low Use
974564,,,1.0,,,,,,,,,,Very Low Use
974565,24.0,13.0,,,,,,,,,,2.0,Low Use
974566,23.0,2.0,,,,,1.0,,,,,3.0,Low Use
974567,194.0,3.0,,,,2.0,,,,,1.0,2.0,High Use
974568,,,,,1.0,,,,,,,1.0,Very Low Use
974569,143.0,2.0,,,,,,,,,,2.0,Medium Use
974570,,,,,1.0,,,,,,,,Very Low Use
974571,,,,,1.0,,,,,,,,Very Low Use
974572,,,,,1.0,,,,,,,,Very Low Use
974573,22.0,3.0,,,1.0,,1.0,,,,,1.0,Very Low Use
974575,2.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
974576,,,,,1.0,,,,,,,,Very Low Use
974577,,,,,1.0,,,,,,,,Very Low Use
974578,,,,,1.0,,,,,,,,Very Low Use
974579,,,,,1.0,,,,,,,,Very Low Use
974580,,,,,1.0,,,,,,,,Very Low Use
974581,,,,,1.0,,,,,,,,Very Low Use
974582,,,,,1.0,,,,,,,,Very Low Use
974583,,,,,1.0,,,,,,,,Very Low Use
974584,,,,,1.0,,,,,,,,Very Low Use
974585,,,,,1.0,,,,,,,,Very Low Use
974586,,,,,,,1.0,,,,,,Very Low Use
974587,131.0,3.0,,,,2.0,,,,,1.0,1.0,Medium Use
974588,,,,,,,,,,,,1.0,Very Low Use
974589,,,,,1.0,,,,,,,,Very Low Use
974590,,,,1.0,,,,,,,,1.0,Very Low Use
974591,,,,,1.0,,,,,,,,Very Low Use
974592,3.0,2.0,,,,,1.0,,,,,2.0,Very Low Use
974593,29.0,2.0,,,,,,,,,,,Low Use
974594,,,,,,,,,,,,1.0,Very Low Use
974595,,,,,,,,,,,,1.0,Very Low Use
974596,32.0,1.0,,,,,,,,,,,Low Use
974597,33.0,1.0,,,,,,,,,,,Low Use
974598,,,,,,,,,,,,1.0,Very Low Use
974599,120.0,1.0,,,1.0,,,,,,1.0,2.0,Medium Use
974601,46.0,2.0,,,,,,,,,,1.0,Low Use
974602,,,,,,,,,,,1.0,1.0,Very Low Use
974603,,,,,,,,,,,,1.0,Very Low Use
974604,,,,,,,,,,,,1.0,Very Low Use
974605,5.0,1.0,,,,,,,,,,1.0,Very Low Use
974606,1.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
974607,120.0,1.0,,,1.0,,,,,,1.0,2.0,Medium Use
974608,120.0,1.0,,,1.0,,,,,,1.0,2.0,Medium Use
974609,120.0,1.0,,,1.0,,,,,,1.0,2.0,Medium Use
974610,98.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
974611,122.0,8.0,,,,,1.0,,,,,1.0,Medium Use
974612,,,,,,,,,,,,1.0,Very Low Use
974613,,,,,,,,,,,,1.0,Very Low Use
974614,54.0,1.0,,,2.0,1.0,2.0,,,,,2.0,Low Use
974615,1.0,1.0,,,,,,,,,,1.0,Very Low Use
974616,2.0,2.0,,,1.0,,,,,,,1.0,Very Low Use
974617,,,,,,,,,,,,1.0,Very Low Use
974618,61.0,1.0,,,,,,,,,,,Low Use
974619,,,,,,,,,,,,1.0,Very Low Use
974620,,,1.0,,,,,,,,1.0,2.0,Very Low Use
974621,,,,,,,,,,,,1.0,Very Low Use
974622,,,,,,,,,,,,1.0,Very Low Use
974623,4.0,3.0,,,,,,,,,,1.0,Very Low Use
974624,,,,,1.0,1.0,,,,,,1.0,Very Low Use
974625,23.0,22.0,,,,,1.0,,,,,3.0,Low Use
974626,,,,,,,,,,,,1.0,Very Low Use
974627,7.0,6.0,,,,,1.0,,,,,3.0,Very Low Use
974628,,,,,,,,,,,1.0,,Very Low Use
974629,,,,,,,,,,,,1.0,Very Low Use
