"personalid","projecttype_1_bednights","projecttype_1_count","projecttype_2_count","projecttype_3_count","projecttype_4_count","projecttype_6_count","projecttype_7_count","projecttype_8_count","projecttype_10_count","projecttype_12_count","projecttype_13_count","projecttype_14_count"
976727,,,,,,,,,,,,1
976728,,,,,,,,,,,,1
976729,,,,,,,,,,,,2
976730,5,1,,,,,,,,,,
976731,5,1,,,,,,,,,,
976732,1,1,,,,,,,,,,1
976733,,,,1,,,,,,,,
976734,107,2,,,,,1,,,,,2
976735,,,,,,,1,,,,,
976736,47,1,,,,,,,,,,1
976737,10,1,,,,,,,,,,
976738,,,,,,,,,,,,1
976739,,,,,,,,,,,,1
976740,,,,,,,,,,,,1
976741,,,,,1,,,,,,1,1
976742,139,1,,,1,,,,,,1,2
976743,,,,,1,,,,,,,3
976744,,,,,,,,,,,,1
976745,,,,,,,,,,,,1
976746,1,1,,,,1,,,,,,1
976747,,,,,,,2,,,,,1
976748,,,,,1,,,,,,,
976749,1,1,,,,,,,,,,2
976750,,,,,1,,,,,,,
976751,,,,,,,,,,,,1
976752,,,,,1,,,,,,,
976753,75,1,,,,,1,,,,,1
976754,,,,,1,,1,,,,,
976755,,,,,,,1,,,,,
976756,,,,,,,1,,,,,
976757,,,,,,,1,,,,,
976758,,,,,1,,,,,,,1
976759,,,,,,,1,,,,,
976760,,,,,1,,,,,,,1
976761,,,,,,,1,,,,,
976762,,,,,1,,,,,,,
976763,,,,,,,1,,,,,
976764,,,,,2,,,,,,,
976765,,,,,,,1,,,,,
976766,,,,,1,,,,,,,
976767,,,,,,,1,,,,,
976768,,,,,,1,,,,,,
976770,,,,,,,1,,,,,
976771,,,,,1,,,,,,,1
976772,,,,,1,,,,,,,1
976773,,,,,1,,,,,,,1
976774,,,1,,,,1,,,,,
976775,,,,,,,,,,,,1
976776,,,,,,,,,,,,1
976777,57,1,,,1,,,,,,,1
976778,57,1,,,1,,,,,,,1
976779,,,,,1,,,,,,,
976780,,,,,,,,,,,,1
976781,,,,,,,,,,,,1
976782,67,9,,,1,,,,,,,
976783,,,,,,,,,,,,1
976784,,,,,1,,,,,,,
976785,,,,,1,,,,,,,
976786,,,,,,,1,,,,,
976787,,,,,,,1,,,,,
976788,,,1,,,,,,,,,
976789,,,,,1,,,,,,,
976790,1,1,,,,,,,,,,1
976791,,,,,,,,,,,,1
976792,2,1,,,,,,,,,,1
976793,,,,1,1,,,,,,,1
976794,3,2,,,,,,,,,,
976795,2,1,,,4,,,,,,,2
976796,,,,,4,,,,,,,1
976797,84,1,,,,,,,,,,1
976798,22,6,,,2,,2,,,,,1
976799,,,,,1,,,,,,,
976800,169,4,,,,1,2,,,,,1
976801,101,6,,,,,,,,,1,2
976802,4,4,,,,,,,,,,1
976803,,,,,1,,,,,,,
976804,,,,,1,,,,,,,
976805,,,,,1,,,,,,,
976806,,,,,1,,,,,,,
976807,,,,,,,,,,,,1
976808,11,6,,,,,,,,,,1
976809,,,,,1,,,,,,,
976810,,,,,1,,,,,,,
976811,,,,,1,,,,,,,
976812,2,2,,,,,,,,,,2
976813,,,,,1,,,,,,,
976814,,,,,1,,,,,,,
976815,,,,,,,1,,,,,
976816,137,2,,,,,,,,,,1
976817,,,,,,,1,,,,,
976818,10,1,,,,,,,,,,1
976819,23,2,,,,,,,,,,
976820,,,,,,,,,,,,1
976821,39,2,,,,,,,,,,1
976822,,,,,,,,,,,,1
976823,7,1,,,,,,,,,,1
976824,,,,,,,1,,,,,2
976825,,,,,,,,,,,1,1
976826,,,,,,,,,,,,1
976827,,,,,,,,,,,,1
976828,34,1,,,,,2,,,,,1
976829,,,,,,,,,,,,1
976830,,,,,,,,,,,,1
976832,53,1,,,,,,,,,1,1
976833,215,1,,,1,,,,,,1,2
976834,215,1,,,1,,1,,,,,1
976835,215,1,,,1,,,,,,1,2
976836,65,1,,,,,1,,,,,1
976837,35,3,,,,,1,,,,,
976838,,,,,,,1,,,,,1
976839,,,,,,,,,,1,,
976843,,,,,,,,,,,,1
976844,,,,,,,,,,,,1
976845,,,,,,,,,,,,1
976846,111,6,,,,1,4,,,,1,1
976847,,,,,,,,,,,,1
976848,,,,,1,,,,,,,
976849,,,,,,1,,,,,,
976850,,,,,,,,,,,,2
976851,,,,,,,1,,,,,1
976852,,,,,,,,,,,,1
976853,,,1,,,,,,,,,1
976854,1,1,,,,,,,,,,2
976855,,,,,1,,,,,,,
976856,,,,,,,,,,,,2
976857,8,1,,,,,,,,,,1
976858,,,,,,,,,,,,2
976859,53,6,,,,,,,,,,1
976860,,,,,,,,,,,1,3
976861,63,1,,,1,,1,,,,1,1
976862,63,1,,,1,,,,,,1,1
976863,63,1,,,1,,,,,,1,1
976865,3,3,,,,,,,,,,1
976866,2,2,,,,,,,,,,1
976867,1,1,,,,,,,,,,2
976869,,,,,,,,,,,1,1
976870,,,,,,,,,,,,1
976871,,,,,,,,,,,,1
976872,,,,,,,,,,,,1
976873,1,1,,,,,,,,,,2
976874,,,,,,,,,,,,1
976875,,,,,,,,,,,,1
976876,,,,,,,,,,,,1
976877,,,,,,,,,,,,1
976878,,,,,,,,,,,,1
976879,,,,,,,,,,,,1
976880,,,,,1,,,,,,,2
976881,3,2,,,,,,,,,,1
976882,,,,,,,,,,,,1
976883,,,,,1,,,,,,,
976884,,,,,1,,,,,,,
976885,,,,,2,,,,,,,1
976886,37,1,,,,,,,,,,1
976887,2,2,,,1,,,,,,,1
976888,,,,,,,1,,,,,
976889,74,1,,,,,,,,,1,1
976890,,,,,,,,,,,,1
976891,,,,,,,2,,,,,
976892,,,,,,,,,,,,1
976893,,,,,,,,,,,,1
976894,,,,,,,,,,,,1
976895,,,,,,,,,,,,1
976896,,,,,,,,,,,,1
976897,,,,,,,,,,,,2
976898,,,,,,,,,,,,2
976899,,,,1,,,,,,,,
976900,,,,,,,,,,,,1
976901,57,8,,,,,3,,,,,3
976902,,,,,,,,,,,,1
976903,,,,,,,,,,,,1
976904,,,,,,,,,,,,1
976905,,,,,,,,,,,,1
976906,,,,,,,,,,,,1
976907,,,,,,,2,,,,,
976909,,,1,,,,,,,,,
976910,,,,,,,,,,1,,
976911,19,1,,,,,,,,,,1
976912,19,1,,,,,,,,,,2
976913,,,,,,,1,,,,,1
976915,1,1,,,1,1,2,,,,,2
976916,,,1,,,,,,,,,1
976917,,,,,,,1,,,,,1
976918,,,,,,,1,,,,,1
976919,,,,,,,,,,,,1
976920,,,,,,,,,,,,1
976921,,,,,1,,,,,,,1
976922,60,3,,,,,,,,,,1
976923,,,,,1,,,,,,,1
976924,,,,,,,,,,,,1
976925,,,,,,,,,,,,1
976926,,,,,1,,,,,,,1
976927,1,1,,,,,,,,,,
976928,122,1,,,,,,,,,1,1
976929,,,,,1,,,,,,,1
976930,,,,,,,,,,,,1
976931,,,,,,,,,,,,1
976932,,,,,,,,,,,,1
976933,122,1,,,,,,,,,1,1
976934,122,1,,,,,,,,,1,1
976935,122,1,,,,,,,,,1,1
976936,,,,,,1,,,,,,1
976937,122,1,,,,,,,,,1,1
976938,76,2,,,,,1,,,,,1
976939,76,2,,,,,,,,,,1
976940,76,2,,,,,,,,,,1
976942,1,1,,,,1,,,,,,
976943,109,11,,,,,3,,,,,2
976944,,,,,1,,,,,,,
976946,,,,,2,,,,,,1,
976947,5,1,,,1,,2,,,,,2
976948,78,1,,,,,,,,,,1
976949,1,1,,,,,,,,,,1
976950,13,1,,1,,,,,,,,2
976951,,,,,,,,,,,,1
976952,,,,,,,,,,,,1
976953,67,1,,,,,,,,,,1
976954,67,1,,,,,,,,,,1
976955,,,1,,,,,,,,,
976956,107,4,,,,1,,,,,,1
976957,,,1,,,,,,,,,
976958,,,1,,,,,,,,,
976959,,,,,1,,,,,,,
976960,7,2,,,1,,,,,,,
976961,,,,,1,,,,,,,
976962,,,,,,,,,,,,1
976963,,,,,,,,,,,,1
976964,,,,,,,,,,,,1
976965,,,,,,,,,,,,1
976966,48,3,1,,,,2,,,,,4
976968,1,1,,,,,1,,,,,
976969,,,,,,,,,1,,,
976970,,,,,2,,,,,,,
976971,188,1,,,,,1,,,,1,1
976972,,,,,1,,,,,,,
976973,,,,,1,,,,,,,
976974,,,,,,,,,,,,1
976975,68,1,,,,,,,,,1,1
976976,,,,,,,1,,,,,2
976977,,,,,,,,,,,,1
976978,,,,,,,,,,,1,3
976979,,,,,1,,,,,,,
976980,18,14,,,1,,,,,,,1
976981,,,,,,,,,,,,2
976982,,,,,,,,,,,,1
976983,,,,,,,,,,,,1
976984,,,,,,,,,,,,1
976985,,,,,,,,,,,,1
976986,,,,,,,,,,,,1
976987,,,,,,,,,,,,1
976989,,,,,,,,,,,,1
976990,,,,,,,,,,,,1
976991,,,,,,,1,,,,,1
976992,,,,,,,,,,,,1
976993,,,,,,,,,,,,1
976994,31,3,1,,,,,,,,,2
976995,,,,,,,,,,,,1
976996,,,,,1,,,,,,,
976997,71,4,,,,,,,,,,2
976998,,,,,,,,,,,,1
976999,70,1,,,2,,,,,,,1
977000,,,,,1,,,,,,,
977001,,,1,,,,,,,,,
977002,,,,,1,,,,,,,
977003,3,3,,,,,,,,,,2
977004,,,,,,,,,,,,1
977005,,,,,1,,,,,,,
977006,,,,,1,,2,,,,,
977007,1,1,,,,,,,,,,2
977008,1,1,,,1,,2,,,,,2
977010,121,1,,,,,,,,,,1
977011,,,,1,,,,,,,,1
977012,122,1,,,,1,,,,,,1
977013,122,2,,,1,,,,,,1,3
977014,39,1,,,,,,,,,1,1
977015,,,,,,,2,,,,,
977017,,,,,,,,,,,,1
977018,,,,,1,,,,,,,
977019,,,,,,,,,,,,1
977020,,,,,,,1,,,,,1
977021,,,,,,,,,,,,1
977022,,,,,1,,,,,,,2
977023,,,,,1,,,,,,,1
977024,,,,,1,,,,,,,2
977025,116,1,,,1,,,,,,1,1
977026,,,,,,,,,,,,1
977027,,,,,,,,,,,,1
977028,,,,,,,,,,,,1
977029,,,,,,,,,,,,1
977030,,,,,,,,,,,,1
977031,,,,,,,,,,,,1
977032,,,,1,,,,,,,,
977033,,,,,,,,,,,,1
977034,,,,,,,2,,,,,3
977035,215,1,,,,1,,,,,,1
977036,6,1,,,,,,,,,1,1
977037,,,,,1,,,,,,,
977038,,,,,,,,,,,,3
977039,,,,,,,,,,,,1
977040,,,,,,,,,,,,1
977042,57,1,,1,,,,,,,,1
977045,,,,,,,,,,,,1
977046,1,1,,,,,,,,,,2
977047,,,,,1,,,,,,,
977048,,,,,1,,,,,,,
977049,4,3,,,,,,,,,,2
977050,4,4,,,,1,,,,,,1
977051,,,,,1,,,,,,,
977052,,,,,1,,2,,,,,1
977053,,,,,1,,,,,,,1
977054,18,5,,,2,,1,,,,1,3
977056,,,,,1,,,,,,,
977057,,,,,,,,,,,,1
977058,,,,,1,,,,,,,
977059,3,1,,,,,,,,,,1
977060,,,,,,1,,,,,,
977061,,,,,,,1,,,,,
977062,,,,,,,1,,,,,
977063,,,,,1,,,,,,,
977064,,,,,,,1,,,,,
977065,,,,,,,1,,,,,
977066,,,,,,,1,,,,,
977067,4,1,,,,1,,,,,,2
977068,79,1,,,,,,,,,,1
977069,,,1,,,,,,,,1,1
977070,5,2,,,,,2,,,,,2
977071,3,2,,,,,,,,,,1
977072,13,2,,,,,,,,,,1
977073,1,1,,,,,,1,,,,1
977074,2,1,,,,,,,,,,3
977075,,,,,,,1,,,,,
977077,,,,,3,,1,,,,,1
977078,,,,,,,1,,,,,
977079,,,,,,,1,,,,,
977080,,,,,,,1,,,,,
977081,,,,,,,1,,,,,
977082,,,,,,,1,,,,,
977083,,,,,,,1,,,,,
977084,,,1,,3,,1,,,,,3
977085,3,2,,,,,,,,,,1
977086,,,,,,,,,,,,2
977088,109,5,,,,,1,,,,,1
977089,19,5,,,,1,2,,,,,2
977090,,,,,,,1,,,,,
977091,,,,,1,,,,,,,
977092,,,,,1,,,,,,,
977093,,,,,1,,,,,,,
977094,,,,,1,,,,,,,
977095,,,,,1,,,,,,,
977097,,,,,1,,,,,,,
977098,,,,,1,,,,,,,
977099,,,,,1,,,,,,,
977100,,,,,1,,,,,,,
977101,,,,,1,,,,,,,1
977102,,,,,1,,1,,,,,1
977103,,,,,1,,,,,,,
977104,99,9,,,,1,1,,,,,
977105,51,4,,,,,,,,,,2
977106,,,,,1,,1,,,,,1
977107,,,,,1,,,,,,,
977108,,,,,1,,,,,,,
977109,,,,,1,,,,,,,
977110,,,,,1,,,,,,,
977111,,,,,1,,,,,,,
977112,,,,,1,,,,,,,
977113,,,,,1,,,,,,,
977114,,,,,1,,,,,,,
977115,81,1,,,1,,1,,,,,2
977116,,,,,1,,,,,,,
977117,,,,,1,,,,,,,
977118,,,,,,,,,1,,,
977119,,,,,,,1,,,,,
977120,,,,,,,1,,,,,
977121,,,,,,,,,,,,1
977122,55,1,,,,,,,,,,1
977123,,,,,,,,,,,,1
977124,,,,,2,,1,,,,,1
977125,,,,1,,,,,,,,
977126,1,1,,,,,,,,,,1
977127,,,,,1,,,,,,,1
977128,150,1,,,,,,,,,1,1
977129,3,1,,,,,,,,,,
977130,,,,,,,,,,,,1
977131,,,,,,,,,,,,1
977132,54,6,,,3,,,,,,,2
977133,151,1,,,1,,,,,,1,1
977134,151,1,,,1,,,,,,1,1
977135,150,1,,,,,,,,,1,1
977136,96,4,,,1,,,,,,,
977137,150,1,,,,,,,,,1,1
977138,97,1,,,1,1,,,,,,3
977139,9,1,,,,,,,,,,
977141,,,,,,,,,,,,1
977142,,,,1,,,,,,,,1
977143,,,1,,,,1,,,,,2
977146,,,,,,,1,,,,,
977147,,,,1,,,,,,,,1
977148,,,,,,,1,,,,,
977149,,,,1,,,,,,,,1
977150,,,,,,,1,,,,,1
977151,1,1,1,,,,1,,,,,2
977152,1,1,1,,,,,,,,,2
977153,1,1,1,,,,,,,,,2
977154,,,,,,,,,,,,1
977155,,,1,,,,,,,,1,1
977156,,,,,,,,,,,,1
977157,81,4,,,,,,,,,,2
977158,,,,,,,,,,,,1
977159,,,,,,,,,,,,1
977160,,,,,1,,,,,,,
977161,,,,,1,,,,,,,
977162,,,,,,,,,,,,1
977163,,,,,,,,,,,,1
977164,,,,,,,,,,,,1
977165,,,,,,,,,,,,1
977166,,,,,,,1,,,,,1
977167,,,,,,,,,,,,1
977168,,,,,,,,,,,,1
977169,,,,,,,,,,,,1
977170,,,,,,,,,,,,1
977171,,,,,,,,,,,,1
977172,,,,,,,,,,,,1
977173,,,,,,,,,,,,1
977174,,,,,,,,,,,,1
977175,,,,,,,1,,,,,1
977176,32,5,,,,1,2,,,,,2
977177,,,,,,,,,,,,1
977178,3,1,,,,,,,,,,
977179,10,1,,,,,,,,,,1
977180,119,1,,,3,,,,,,,1
977182,7,2,,,,,1,,,,,1
977183,3,2,,,,,1,,,,,2
977184,67,1,,,2,,,,,,,1
977185,119,1,,,2,,,,,,,1
977186,67,1,,,2,,,,,,,1
977187,67,1,,,2,,,,,,,1
977188,67,1,,,2,,,,,,,1
977189,1,1,,,,1,,,,,,
977190,111,2,,,1,2,1,,,,,1
977191,2,2,,,,,,,,,,2
977192,1,1,,,,1,,,,,,
977193,,,,,1,,,,,,,
977194,,,,,1,,,,,,,
977195,,,,,1,,,,,,,
977196,,,,,1,,,,,,,
977197,30,1,,,,,,,,,,
977198,11,3,,,,,,,,,,1
977199,,,,,1,,,,,,,
977201,,,,,,,2,,,,,1
977202,,,,,,,1,,,,,
977203,,,,,,,1,,,,,
977204,,,,,,,1,,,,,
977205,,,,,,,2,,,,,
977206,,,,,1,,1,,,,,
977207,,,,,,,1,,,,,1
977208,,,,,,,,,,,,1
977209,48,1,,,,,,,,,,1
977210,,,,,,,,,,,,1
977211,,,,,,,,,,,,1
977212,1,1,,,1,,,,,,,2
977215,,,,,,,,,,,,1
977216,66,1,,,,1,,,,,,
977217,131,1,,,,,,,,,,1
977218,,,1,,,,,,,,,
977219,18,1,,,,,,,,,,
977220,165,4,,,,,,,,,,
977221,,,1,,1,,,,,,,1
977222,,,,,,,1,,,,,
977223,3,1,,,,,,,,,,1
977224,,,,,,,,,,,,1
977225,37,1,,,,,,,,,,1
977226,,,,,,,,,,,,1
977227,24,1,,,,,,,,,,1
977228,,,,,,,,,,,,1
977230,130,1,,,,,,,,,,1
977231,,,,,,,,,,,,1
977232,,,,,,,,,,,,1
977234,1,1,,,,,1,,,,,4
977235,130,1,,,,,,,,,,1
977236,130,1,,,,,,,,,,1
977237,130,1,,,,,,,,,,1
977238,,,,,,,,,,,,1
977239,,,,,,,,,,,,1
977240,,,,,,,2,,,,,
977241,,,,,,,2,,,,,
977242,,,,,,,2,,,,,
977243,,,,,1,,,,,,,
977244,,,,,1,,,,,,,
977245,,,,,1,,,,,,,
977246,1,1,,,,,1,,,,,1
977247,13,1,,,,,,,,,,
977248,,,,,,,,,,,,1
977249,,,,,1,,,,,,,
977250,,,,,,,1,,,,,
977251,,,,,,,1,,,,,
977252,21,1,,,1,,1,,,,,1
977253,,,,,,,2,,,,,1
977254,,,,,1,,,,,,,1
977255,,,,,1,,,,,,,1
977256,,,,,1,,,,,,,1
977257,,,,,,,1,,,,,
977259,,,,,1,,,,,,,1
977260,,,,,1,,,,,,,1
977261,6,2,,,,,,,,,,2
977262,,,,,,,1,,,,,
977263,,,,,,,1,,,,,
977264,,,,,,,1,,,,,
977265,,,,1,,,1,,,,,
977266,,,,,,1,,,,,,
977267,,,,,,,2,,,,,
977268,,,,,,,1,,,,,
977269,19,3,,,,,,,,,,1
977270,1,1,,,,,,,,,,
977272,,,,,,,,,,,,1
977273,,,,,,,,,,,,1
977274,,,,,,,,,,,,1
977275,,,,,,,,,,,,1
977276,,,,,,,,,,,,1
977277,,,,,,,,,,,,1
977278,,,,,,,,,,,,1
977279,,,,,,,,,,,,1
977280,,,,,,,,,,,,1
977281,,,,,,,,,,,,1
977282,,,,,,,,,,,,1
977283,,,,,,,,,,,,1
977284,152,4,,,,,,,,,,1
977285,,,,,,,,,,,,1
977286,,,,,,,,,,,,1
977287,,,,,,,,,,,,1
977288,92,1,,,1,,1,,,,,1
977289,,,,,,,,,,,,1
977291,,,,,1,,,,,,,1
977292,,,,,,,,,,,,1
977293,,,,,,,1,,,,,1
977294,,,,,,,,,,,,1
977295,1,1,,,,,,,,,,
977296,,,,1,,,,,,,,1
977297,95,1,,,,,,,,,,1
977298,92,1,,,1,,,,,,,1
977299,92,1,,,1,,,,,,,1
977300,92,1,,,1,,,,,,,1
977301,49,1,1,,1,,,,,,,
977302,92,1,,,1,,,,,,,1
977303,92,1,,,1,,,,,,,1
977304,,,,,,,,,,,,1
977308,,,,1,,,,,,,,1
977309,83,1,,,2,3,1,,,,,1
977310,,,,,,,,,,1,,
977311,,,,,,,,,,,,1
977312,1,1,,,,,,,,,,2
977314,,,,,1,,,,,,,
977315,8,6,,,1,,2,,,,,2
977317,,,,,1,,,,,,,
977318,,,,,,,,,,,,1
977319,,,,,,,1,,,,,
977320,,,,,,,,,,,,1
977321,,,,,,,1,,,,,
977322,,,,,,,2,,,,,
977323,,,,,,,,,,,,1
977324,1,1,,,,,,,,,,3
977325,,,,,,,,,,,,1
977326,,,,,,,,,,,,1
977327,,,,,,,,,,,,1
977328,,,,,,,,,,,,1
977329,,,1,,,,,,,,,1
977330,,,,,,,1,,,,,
977331,,,,,,,,,,,,1
977332,47,1,,,,,,,,,,1
977333,,,,1,,,,,,,,
977334,,,,,,,,,,,,1
977335,125,1,,,,,,,,,,
977336,,,,1,,,,,,,,
977337,15,1,,,,,,,,,,1
977338,,,,1,,,,,,,,
977339,,,,,,,,,,,,1
977340,,,,1,,,,,,,,
977341,,,1,,,,,,,,,
977342,,,1,,,,,,,,,
977343,,,,,,,,,,,,1
977344,45,2,,,,,,,,,,1
977345,,,,,1,,,,,,,
977346,,,,1,,,,,,,,
977347,,,,,1,,,,,,,
977348,8,1,,,,,,,,,,
977350,,,,,,,,,,,,1
977351,,,,,,,,,,,,1
977352,,,,,,,,,,,,1
977353,,,,,,,,,,,,1
977354,1,1,,,,,,,,,,1
977355,,,,,1,,,,,,,
977357,,,,,1,,,,,,1,1
977358,6,1,,,,,,,,,,2
977359,138,1,,,,,1,,,,1,2
977360,,,,,,,,,,,,2
977361,68,1,,,,,,,,,,
977362,,,,,,,,,,,,1
977363,,,,,,,,,,,,1
977364,,,,,,,,,,,,1
977365,,,,,,,,,,,,2
977366,,,,,1,,,,,,1,1
977367,138,1,,,,,1,,,,1,2
977368,138,1,,,,,1,,,,1,2
977369,138,1,,,,,1,,,,1,2
977370,138,1,,,,,1,,,,1,2
977371,138,1,,,,,1,,,,1,2
977372,,,,,,,,,,,,1
977373,,,,,,,,,,,,1
977375,,,,,,1,,,,,,
977376,,,,,,1,,,,1,,
977377,,,,,,1,1,,,,,
977378,,,,,,,1,,,,,
977379,,,,,,,1,,,,,
977380,,,,,,,1,,,,,
977381,,,,,,,1,,,,,
977382,,,,1,,,,,,,,
977383,,,,,,,1,,,,,
977384,,,,,2,,1,,,,,
977385,,,,,,,1,,,,,
977386,,,,,,,1,,,,,
977387,5,2,,,,,1,,,,,1
977389,,,,1,,,,,,,,
977390,,,,,,,,,,,,1
977392,,,1,,2,1,1,,,,,1
977394,,,,1,,,,,,,,
977395,,,,,,,2,,,,1,
977396,,,,,,,2,,,,1,
977397,,,,,,,2,,,,1,
977398,,,,,,,2,,,,1,
977399,7,1,,1,1,,,,,,1,1
977400,,,,,,,1,,,,,
977401,,,,,,,1,,,,,
977402,,,,,,,1,,,,,
977403,,,,,,,,,,,,1
977404,,,,,,,1,,,,,
977405,,,,,,,1,,,,,
977406,,,,,,,1,,,,,
977407,,,,,,,1,,,,,
977408,,,,,,,1,,,,,
977409,,,,1,,1,,,,,,
977411,16,4,,,,2,1,,,,,1
977412,,,,,1,,,,,,,
977413,,,,,,,,,,,,1
977414,1,1,,,,,,,,,,3
977415,,,,,,,,,,,,1
977416,,,,,,,,,,,,1
977417,1,1,,,,,,,,,,1
977418,,,,,,,,,,,,1
977419,4,1,,,,,,,,,,3
977420,,,,,,,,,,,,1
977421,,,,,,,,,,,,1
977422,,,,,,,1,,,,,
977423,,,,,,,1,,,,,
977424,,,,,,,1,,,,,
977425,,,,,,,1,,,,,
977426,61,1,,,1,,1,,,,1,2
977427,61,1,,,1,,,,,,1,2
977428,61,1,,,1,,,,,,1,2
977429,,,,,,,1,,,,,
977431,3,3,,,1,,,,,,,2
977432,37,2,,,1,1,2,,,,,1
977434,,,,,,,1,,,,,
977435,,,,,,,1,,,,,
977436,,,,,,,1,,,,,
977437,,,,,,,1,,,,,
977438,,,,,,,1,,,,,
977439,,,,,1,,,,,,,
977440,,,,,,,1,,,,,1
977441,,,,,,,1,,,,,
977442,,,,,,,1,,,,,
977443,,,,,,,1,,,,,
977444,,,,,,,1,,,,,
977445,,,,,,,1,,,,,
977446,,,,,,,1,,,,,
977447,,,,,,,1,,,,,
977448,,,,,,,1,,,,,
977450,,,,,,,1,,,,,
977451,,,,,,,1,,,,,
977452,,,,,,,1,,,,,
977453,,,,,,,1,,,,,
977454,,,,,,,1,,,,,
977455,,,,,,,1,,,,,
977456,,,,,,,1,,,,,
977457,21,1,,,,,,,,,,1
977458,,,,,1,,,,,,,
977459,,,,,1,,,,,,,
977460,76,1,,,,,,,,,,1
977461,21,1,,,,,,,,,,1
977462,40,1,,,,1,1,,,,1,2
977463,2,2,,,,,,,,,,2
977464,5,1,,,1,,,,,,,
977465,,,,,1,,,,,,,
977466,,,,,1,,,,,,,1
977467,,,,,1,,,,,,,1
977468,,,,,1,,,,,,,1
977469,,,,,1,,1,,,,,2
977470,,,,,1,,,,,,,
977471,,,,,2,,,,,,,1
977472,,,,,1,,,,,,,1
977473,,,,1,,,,,,,,1
977474,17,3,,,,,,,,,,1
977475,,,,,,,1,,,,,
977476,,,,,1,,,,,,,
977477,5,1,,,,,1,,,,1,1
977478,,,,,1,1,,,,,,1
977479,,,,,,,1,,,,,
977480,,,,,1,,,,,,,1
977481,,,,,,,,,,,1,1
977482,9,3,,,1,,1,,,,,1
977483,85,1,,,,1,1,,,,,1
977484,,,,,1,,,,,,,
977485,,,,,,,,,,,,1
977486,108,1,,,1,,,,,,,
977487,108,2,,,,,,,,,,1
977488,,,1,,1,,,,,,,1
977489,108,1,,,1,,,,,,,
977490,108,1,,,1,,,,,,,
977491,,,,,,,,,,,,1
977493,,,,,,,,,,,,1
977494,1,1,,,,,,,,,,2
977495,24,1,,,1,,1,,,,1,3
977496,,,,1,1,,,,,,,1
977498,,,1,,,,,,,,,
977499,,,1,,,,,,,,,
977500,126,2,,,1,,,,,,,2
977501,126,2,,,1,,,,,,,2
977502,126,2,,,1,,,,,,,2
977503,126,2,,,1,,,,,,,2
977504,24,1,,,1,,,,,,1,3
977505,68,1,,,,,,,,,,
977506,1,1,,,1,,,,,,,2
977507,,,,,,,1,,,,,1
977508,1,1,,,,,,,,,,1
977509,,,,,,,,,,,,1
977512,,,,,,,,,,,,1
977513,,,,,,,,,,,,1
977514,,,,,,,1,,,,,1
977515,,,,,,,1,,,,,1
977516,,,,,,,1,,,,,1
977517,,,,,,,1,,,,,1
977518,85,4,,,,1,,,,,,3
977523,106,1,,,,,1,,,,1,3
977524,16,2,,,1,,1,,,,,1
977525,,,,,2,,1,1,,,,1
977526,,,,,,,1,,,,1,2
977527,,,,,,,,,,,,1
977528,,,,,,,1,,,,,2
977529,,,,,1,1,,,,,,
977530,2,2,,,,,1,,,,,2
977531,262,2,,,2,,1,,,,1,4
977532,,,,,,,,,,,,1
977533,,,,,,,,,,,,1
977534,,,,,,,,,,,,1
977535,,,,,,,,,,,,1
977536,,,,,,,,,,,,1
977537,,,,,,,,,,,,1
977538,,,,,,,,,,,,1
977539,,,,,,,,,,,,1
977540,,,,,,,,,,,,1
977541,105,1,,,,,,,,,,1
977542,262,2,,,1,,1,,,,1,4
977543,262,2,,,1,,1,,,,1,4
977544,41,1,,,,,,,,,,1
977545,7,1,,,,,,,,,,1
977546,9,1,,,,,1,,,,,1
977547,1,1,,,,,,,,,,1
977548,,,,,,,1,,,,,1
977549,63,3,,,,,2,,,,,3
977550,,,,,,1,2,,,,,1
977551,26,2,,,,,,,,,1,2
977553,,,,,,,1,,,,,
977554,62,1,,,,,1,,,,,
977557,64,1,,,,,,,,,,
977558,11,1,,,,,2,,,,,1
977559,,,,,,,1,,,,,
977560,18,1,,,1,,,,,,,1
977561,141,1,,,,1,1,,,,,1
977562,,,,,,,,,,,,1
977563,,,,,,,,,,,1,1
977564,,,,,,,,,,,,1
977565,,,,1,,,2,,,,,
977566,6,1,,,,,,,,,,1
977567,63,1,,,,,,,,,,1
977568,120,1,,,,,,,,,,
977569,73,1,,,,,,,,,1,1
977570,73,1,,,,,,,,,1,1
977571,73,1,,,,,,,,,1,1
977572,73,1,,,,,,,,,1,1
977573,73,1,,,,,,,,,1,1
977574,,,,,,,,,,,,2
977575,19,1,,,1,,,,,,,1
977576,19,1,,,1,,,,,,,1
977577,,,,,,,1,,,,,2
977578,19,1,,,1,,,,,,,1
977579,19,1,,,1,,,,,,,1
977580,,,,,,,,,,,,1
977581,,,,,,,,,,,,2
977582,,,,,,,,,,,,2
977584,,,,,,,,,,,,2
977585,,,,,,,,,,,,2
977586,,,,,,,,,,,,2
977587,,,,,,,,,,,,2
977588,,,,1,,,,,,,,
977589,,,1,,,,,,,,,
977590,,,1,,,,,,,,,
977591,,,,,1,,,,,,,
977592,,,,,,,,,,,1,1
977593,,,,,,,,,,,,1
977594,,,,,,,,,,,,1
977595,22,22,,,,,4,,,,,2
977596,,,,,,,1,,,,,1
977597,,,,,,,,,,,,1
977598,,,,,,,,,,,,1
977599,,,,,1,,,,,,,
977600,,,,,1,1,,,,,,1
977601,,,,,1,,,,,,,1
